anchor_name,module,anchor_signature,anchor_informal,variant_signature,transformation_type,change_description
EquicontinuousAt.closure',Mathlib.Topology.UniformSpace.Equicontinuity," {A : Set Y} {u : Y → X → α} {x₀ : X} (hA : EquicontinuousAt (u ∘ (↑) : A → X → α) x₀) (hu : Continuous u) :
  EquicontinuousAt (u ∘ (↑) : closure A → X → α) x₀","Let $X$ be a topological space, $\alpha$ a uniform space, and $Y$ a topological space equipped with a map $u : Y \to (X \to \alpha)$. Suppose a subset $A \subseteq Y$ is such that the family of functions $\{u(a) \mid a \in A\}$ is equicontinuous at a point $x_0 \in X$. If the map $u$ is continuous (with respect to the topology of pointwise convergence on $X \to \alpha$), then the family $\{u(a) \mid a \in \overline{A}\}$ is also equicontinuous at $x_0$, where $\overline{A}$ denotes the closure of $A$ in $Y$.", {A : Set Y} {u : Y → X → α} {x₀ : X} (hA : EquicontinuousAt (u ∘ (↑) : A → X → α) x₀) (hu : Continuous u) : ¬(EquicontinuousAt (u ∘ (↑) : closure A → X → α) x₀),negation,Negated conclusion with ¬
EquicontinuousAt.closure',Mathlib.Topology.UniformSpace.Equicontinuity," {A : Set Y} {u : Y → X → α} {x₀ : X} (hA : EquicontinuousAt (u ∘ (↑) : A → X → α) x₀) (hu : Continuous u) :
  EquicontinuousAt (u ∘ (↑) : closure A → X → α) x₀","Let $X$ be a topological space, $\alpha$ a uniform space, and $Y$ a topological space equipped with a map $u : Y \to (X \to \alpha)$. Suppose a subset $A \subseteq Y$ is such that the family of functions $\{u(a) \mid a \in A\}$ is equicontinuous at a point $x_0 \in X$. If the map $u$ is continuous (with respect to the topology of pointwise convergence on $X \to \alpha$), then the family $\{u(a) \mid a \in \overline{A}\}$ is also equicontinuous at $x_0$, where $\overline{A}$ denotes the closure of $A$ in $Y$."," {A : Set Y} {u : Y → X → α} {x₀ : X} (hA : EquicontinuousAt (u ∘ (↑) : A → X → α) x₀) (hu : Measurable u) :
  EquicontinuousAt (u ∘ (↑) : closure A → X → α) x₀",generalization,Generalized: Continuous → Measurable
EquicontinuousAt.closure',Mathlib.Topology.UniformSpace.Equicontinuity," {A : Set Y} {u : Y → X → α} {x₀ : X} (hA : EquicontinuousAt (u ∘ (↑) : A → X → α) x₀) (hu : Continuous u) :
  EquicontinuousAt (u ∘ (↑) : closure A → X → α) x₀","Let $X$ be a topological space, $\alpha$ a uniform space, and $Y$ a topological space equipped with a map $u : Y \to (X \to \alpha)$. Suppose a subset $A \subseteq Y$ is such that the family of functions $\{u(a) \mid a \in A\}$ is equicontinuous at a point $x_0 \in X$. If the map $u$ is continuous (with respect to the topology of pointwise convergence on $X \to \alpha$), then the family $\{u(a) \mid a \in \overline{A}\}$ is also equicontinuous at $x_0$, where $\overline{A}$ denotes the closure of $A$ in $Y$."," {A : Set Y} {u : Y → X → α} {x₀ : X} (hA : EquicontinuousAt (u ∘ (↑) : A → X → α) x₀) (hu : ContDiff u) :
  EquicontinuousAt (u ∘ (↑) : closure A → X → α) x₀",specialization,Specialized: Continuous → ContDiff
CategoryTheory.unmop_hom_rightUnitor,Mathlib.CategoryTheory.Monoidal.Opposite, (X : Cᴹᵒᵖ) : (ρ_ X).hom.unmop = (λ_ (unmop X)).hom,"For any object $X$ in the monoidal opposite category $C^{\mathrm{mop}}$, the un-monoidal opposite of the right unitor morphism $\rho_X$ in $C^{\mathrm{mop}}$ equals the left unitor morphism $\lambda_{\mathrm{unmop}\,X}$ in the original category $C$.", (X : Cᴹᵒᵖ) : (ρ_ X).hom.unmop ≠ (λ_ (unmop X)).hom,negation,Changed = to ≠
CategoryTheory.unmop_hom_rightUnitor,Mathlib.CategoryTheory.Monoidal.Opposite, (X : Cᴹᵒᵖ) : (ρ_ X).hom.unmop = (λ_ (unmop X)).hom,"For any object $X$ in the monoidal opposite category $C^{\mathrm{mop}}$, the un-monoidal opposite of the right unitor morphism $\rho_X$ in $C^{\mathrm{mop}}$ equals the left unitor morphism $\lambda_{\mathrm{unmop}\,X}$ in the original category $C$.", : (ρ_ X).hom.unmop = (λ_ (unmop X)).hom,generalization,Removed hypothesis (X : Cᴹᵒᵖ)
spectrum.units_conjugate,Mathlib.Algebra.Algebra.Spectrum.Basic, {a : A} {u : Aˣ} : spectrum R (u * a * u⁻¹) = spectrum R a,"Let $R$ be a commutative semiring and $A$ be an $R$-algebra. For any element $a \in A$ and any unit $u \in A^\times$, the spectrum of the conjugate element $u a u^{-1}$ is equal to the spectrum of $a$, i.e.,
\[ \sigma(u a u^{-1}) = \sigma(a). \]", {a : A} {u : Aˣ} : spectrum R (u * a * u⁻¹) ≠ spectrum R a,negation,Changed = to ≠
FreeGroup.freeGroupCongr_refl,Mathlib.GroupTheory.FreeGroup.Basic, : freeGroupCongr (Equiv.refl α) = MulEquiv.refl _,"The isomorphism between free groups induced by the identity equivalence on a type $\alpha$ is equal to the multiplicative identity isomorphism on $\text{FreeGroup} \alpha$. That is, $\text{freeGroupCongr}(\text{id}) = \text{id}$.", : freeGroupCongr (Equiv.refl α) ≠ MulEquiv.refl _,negation,Changed = to ≠
nnnorm_zpow_le_mul_norm,Mathlib.Analysis.Normed.Group.Int, (n : ℤ) (a : α) : ‖a ^ n‖₊ ≤ ‖n‖₊ * ‖a‖₊,"For any integer $n$ and any element $a$ in a seminormed commutative group $\alpha$, the non-negative norm of $a^n$ satisfies $\|a^n\|_+ \leq \|n\|_+ \cdot \|a\|_+$, where $\|n\|_+$ denotes the non-negative norm of $n$ (which is equal to $|n|$ when viewed as a real number).", (n : ℤ) (a : α) : ¬(‖a ^ n‖₊ ≤ ‖n‖₊ * ‖a‖₊),negation,Negated conclusion with ¬
nnnorm_zpow_le_mul_norm,Mathlib.Analysis.Normed.Group.Int, (n : ℤ) (a : α) : ‖a ^ n‖₊ ≤ ‖n‖₊ * ‖a‖₊,"For any integer $n$ and any element $a$ in a seminormed commutative group $\alpha$, the non-negative norm of $a^n$ satisfies $\|a^n\|_+ \leq \|n\|_+ \cdot \|a\|_+$, where $\|n\|_+$ denotes the non-negative norm of $n$ (which is equal to $|n|$ when viewed as a real number).", (a : α) : ‖a ^ n‖₊ ≤ ‖n‖₊ * ‖a‖₊,generalization,Removed hypothesis (n : ℤ)
EuclideanGeometry.right_ne_of_oangle_eq_pi,Mathlib.Geometry.Euclidean.Angle.Oriented.Affine, {p₁ p₂ p₃ : P} (h : ∡ p₁ p₂ p₃ = π) : p₃ ≠ p₂,"For any three points $p_1, p_2, p_3$ in a Euclidean affine space, if the oriented angle $\angle p_1 p_2 p_3$ equals $\pi$, then $p_3 \neq p_2$.", {p₁ p₂ p₃ : P} (h : ∡ p₁ p₂ p₃ = π) : p₃ = p₂,negation,Changed ≠ to =
EuclideanGeometry.right_ne_of_oangle_eq_pi,Mathlib.Geometry.Euclidean.Angle.Oriented.Affine, {p₁ p₂ p₃ : P} (h : ∡ p₁ p₂ p₃ = π) : p₃ ≠ p₂,"For any three points $p_1, p_2, p_3$ in a Euclidean affine space, if the oriented angle $\angle p_1 p_2 p_3$ equals $\pi$, then $p_3 \neq p_2$.", {p₁ p₂ p₃ : P} : p₃ ≠ p₂,generalization,Removed hypothesis (h : ∡ p₁ p₂ p₃ = π)
CategoryTheory.Limits.wideEqualizer.lift_ι,Mathlib.CategoryTheory.Limits.Shapes.WideEqualizers," [Nonempty J] {W : C} (k : W ⟶ X) (h : ∀ j₁ j₂, k ≫ f j₁ = k ≫ f j₂) : wideEqualizer.lift k h ≫ wideEqualizer.ι f = k","Let $\mathcal{C}$ be a category with wide equalizers, and let $\{f_j \colon X \to Y\}_{j \in J}$ be a family of parallel morphisms indexed by a nonempty set $J$. Given an object $W$ in $\mathcal{C}$ and a morphism $k \colon W \to X$ such that for all $j_1, j_2 \in J$, the compositions $k \circ f_{j_1}$ and $k \circ f_{j_2}$ are equal, the composition of the induced morphism $\mathrm{wideEqualizer.lift}\, k\, h \colon W \to \mathrm{wideEqualizer}\, f$ with the inclusion $\iota \colon \mathrm{wideEqualizer}\, f \to X$ equals $k$, i.e.,
\[
\mathrm{wideEqualizer.lift}\, k\, h \circ \iota = k.
\]"," [Nonempty J] {W : C} (k : W ⟶ X) (h : ∀ j₁ j₂, k ≫ f j₁ = k ≫ f j₂) : wideEqualizer.lift k h ≫ wideEqualizer.ι f ≠ k",negation,Changed = to ≠
CategoryTheory.Limits.wideEqualizer.lift_ι,Mathlib.CategoryTheory.Limits.Shapes.WideEqualizers," [Nonempty J] {W : C} (k : W ⟶ X) (h : ∀ j₁ j₂, k ≫ f j₁ = k ≫ f j₂) : wideEqualizer.lift k h ≫ wideEqualizer.ι f = k","Let $\mathcal{C}$ be a category with wide equalizers, and let $\{f_j \colon X \to Y\}_{j \in J}$ be a family of parallel morphisms indexed by a nonempty set $J$. Given an object $W$ in $\mathcal{C}$ and a morphism $k \colon W \to X$ such that for all $j_1, j_2 \in J$, the compositions $k \circ f_{j_1}$ and $k \circ f_{j_2}$ are equal, the composition of the induced morphism $\mathrm{wideEqualizer.lift}\, k\, h \colon W \to \mathrm{wideEqualizer}\, f$ with the inclusion $\iota \colon \mathrm{wideEqualizer}\, f \to X$ equals $k$, i.e.,
\[
\mathrm{wideEqualizer.lift}\, k\, h \circ \iota = k.
\]"," {W : C} (k : W ⟶ X) (h : ∀ j₁ j₂, k ≫ f j₁ = k ≫ f j₂) : wideEqualizer.lift k h ≫ wideEqualizer.ι f = k",generalization,Removed typeclass [Nonempty J]
EquivLike.apply_inv_apply,Mathlib.Data.FunLike.Equiv, (e : E) (b : β) : e (EquivLike.inv e b) = b,"For any element $e$ of a type $E$ that is an instance of `EquivLike` with parameters $\alpha$ and $\beta$, and for any element $b \in \beta$, applying $e$ to the inverse of $e$ at $b$ yields $b$ back, i.e., $e(e^{-1}(b)) = b$.", (e : E) (b : β) : e (EquivLike.inv e b) ≠ b,negation,Changed = to ≠
EquivLike.apply_inv_apply,Mathlib.Data.FunLike.Equiv, (e : E) (b : β) : e (EquivLike.inv e b) = b,"For any element $e$ of a type $E$ that is an instance of `EquivLike` with parameters $\alpha$ and $\beta$, and for any element $b \in \beta$, applying $e$ to the inverse of $e$ at $b$ yields $b$ back, i.e., $e(e^{-1}(b)) = b$.", (b : β) : e (EquivLike.inv e b) = b,generalization,Removed hypothesis (e : E)
CategoryTheory.isCodetector_unop_iff,Mathlib.CategoryTheory.Generator.Basic, (G : Cᵒᵖ) : IsCodetector (unop G) ↔ IsDetector G,"For any object $G$ in the opposite category $C^{\mathrm{op}}$, the following are equivalent:
1. The unopposite object $\mathrm{unop}\, G$ is a codetector in the original category $C$.
2. The object $G$ is a detector in $C^{\mathrm{op}}$.

Here:
- An object $G$ is a *detector* in $C^{\mathrm{op}}$ if the functor $\mathrm{Hom}(G, -)$ reflects isomorphisms in $C^{\mathrm{op}}$.
- An object $\mathrm{unop}\, G$ is a *codetector* in $C$ if the functor $\mathrm{Hom}(-, \mathrm{unop}\, G)$ reflects isomorphisms in $C$.", (G : Cᵒᵖ) : ¬(IsCodetector (unop G) ↔ IsDetector G),negation,Negated conclusion with ¬
CategoryTheory.isCodetector_unop_iff,Mathlib.CategoryTheory.Generator.Basic, (G : Cᵒᵖ) : IsCodetector (unop G) ↔ IsDetector G,"For any object $G$ in the opposite category $C^{\mathrm{op}}$, the following are equivalent:
1. The unopposite object $\mathrm{unop}\, G$ is a codetector in the original category $C$.
2. The object $G$ is a detector in $C^{\mathrm{op}}$.

Here:
- An object $G$ is a *detector* in $C^{\mathrm{op}}$ if the functor $\mathrm{Hom}(G, -)$ reflects isomorphisms in $C^{\mathrm{op}}$.
- An object $\mathrm{unop}\, G$ is a *codetector* in $C$ if the functor $\mathrm{Hom}(-, \mathrm{unop}\, G)$ reflects isomorphisms in $C$.", : IsCodetector (unop G) ↔ IsDetector G,generalization,Removed hypothesis (G : Cᵒᵖ)
LinearMap.iInf_invariant,Mathlib.Algebra.Module.Submodule.Map," {σ : R →+* R} [RingHomSurjective σ] {ι : Sort*} (f : M →ₛₗ[σ] M) {p : ι → Submodule R M}
  (hf : ∀ i, ∀ v ∈ p i, f v ∈ p i) : ∀ v ∈ iInf p, f v ∈ iInf p","Let $R$ be a semiring and $M$ be an $R$-module. Given a family of submodules $\{p_i\}_{i \in \iota}$ of $M$ indexed by a type $\iota$, and a $\sigma$-linear endomorphism $f : M \to M$ (where $\sigma : R \to R$ is a ring homomorphism) such that each $p_i$ is $f$-invariant (i.e., for all $v \in p_i$, we have $f(v) \in p_i$), then the infimum $\bigsqcap_i p_i$ is also $f$-invariant. That is, for any $v \in \bigsqcap_i p_i$, we have $f(v) \in \bigsqcap_i p_i$."," {σ : R →+* R} [RingHomSurjective σ] {ι : Sort*} (f : M →ₛₗ[σ] M) {p : ι → Submodule R M}
  (hf : ∀ i, ∀ v ∈ p i, f v ∈ p i) : ¬(∀ v ∈ iInf p, f v ∈ iInf p)",negation,Negated conclusion with ¬
LinearMap.iInf_invariant,Mathlib.Algebra.Module.Submodule.Map," {σ : R →+* R} [RingHomSurjective σ] {ι : Sort*} (f : M →ₛₗ[σ] M) {p : ι → Submodule R M}
  (hf : ∀ i, ∀ v ∈ p i, f v ∈ p i) : ∀ v ∈ iInf p, f v ∈ iInf p","Let $R$ be a semiring and $M$ be an $R$-module. Given a family of submodules $\{p_i\}_{i \in \iota}$ of $M$ indexed by a type $\iota$, and a $\sigma$-linear endomorphism $f : M \to M$ (where $\sigma : R \to R$ is a ring homomorphism) such that each $p_i$ is $f$-invariant (i.e., for all $v \in p_i$, we have $f(v) \in p_i$), then the infimum $\bigsqcap_i p_i$ is also $f$-invariant. That is, for any $v \in \bigsqcap_i p_i$, we have $f(v) \in \bigsqcap_i p_i$."," {σ : R →+* R} {ι : Sort*} (f : M →ₛₗ[σ] M) {p : ι → Submodule R M}
  (hf : ∀ i, ∀ v ∈ p i, f v ∈ p i) : ∀ v ∈ iInf p, f v ∈ iInf p",generalization,Removed typeclass [RingHomSurjective σ]
Semiring.toNonUnitalSemiring_injective,Mathlib.Algebra.Ring.Ext, : Function.Injective (@toNonUnitalSemiring R),"The canonical map from the semiring structure on a type $R$ to its underlying non-unital semiring structure is injective. That is, if two semiring structures on $R$ induce the same non-unital semiring structure, then the original semiring structures must be equal.", : ¬(Function.Injective (@toNonUnitalSemiring R)),negation,Negated conclusion with ¬
List.disjoint_map,Mathlib.Data.List.Basic, {f : α → β} {s t : List α} (hf : Function.Injective f) (h : Disjoint s t) : Disjoint (s.map f) (t.map f),"Let $f : \alpha \to \beta$ be an injective function, and let $s$ and $t$ be two disjoint lists of elements of type $\alpha$. Then the images of $s$ and $t$ under $f$ are also disjoint, i.e., $\text{map}(f, s) \cap \text{map}(f, t) = \emptyset$.", {f : α → β} {s t : List α} (hf : Function.Injective f) (h : Disjoint s t) : ¬(Disjoint (s.map f) (t.map f)),negation,Negated conclusion with ¬
List.disjoint_map,Mathlib.Data.List.Basic, {f : α → β} {s t : List α} (hf : Function.Injective f) (h : Disjoint s t) : Disjoint (s.map f) (t.map f),"Let $f : \alpha \to \beta$ be an injective function, and let $s$ and $t$ be two disjoint lists of elements of type $\alpha$. Then the images of $s$ and $t$ under $f$ are also disjoint, i.e., $\text{map}(f, s) \cap \text{map}(f, t) = \emptyset$.", {f : α → β} {s t : List α} (h : Disjoint s t) : Disjoint (s.map f) (t.map f),generalization,Removed hypothesis (hf : Function.Injective f)
Multipliable.congr_atTop,Mathlib.Topology.Algebra.InfiniteSum.Group, {f₁ g₁ : ℕ → α} (hf : Multipliable f₁) (hfg : f₁ =ᶠ[atTop] g₁) : Multipliable g₁,"Let $\alpha$ be a topological group and let $f_1, g_1 \colon \mathbb{N} \to \alpha$ be functions. If $f_1$ is multipliable and $f_1$ and $g_1$ eventually agree (i.e., $f_1(n) = g_1(n)$ for all sufficiently large $n$), then $g_1$ is also multipliable.", {f₁ g₁ : ℕ → α} (hf : Multipliable f₁) (hfg : f₁ =ᶠ[atTop] g₁) : ¬(Multipliable g₁),negation,Negated conclusion with ¬
Multipliable.congr_atTop,Mathlib.Topology.Algebra.InfiniteSum.Group, {f₁ g₁ : ℕ → α} (hf : Multipliable f₁) (hfg : f₁ =ᶠ[atTop] g₁) : Multipliable g₁,"Let $\alpha$ be a topological group and let $f_1, g_1 \colon \mathbb{N} \to \alpha$ be functions. If $f_1$ is multipliable and $f_1$ and $g_1$ eventually agree (i.e., $f_1(n) = g_1(n)$ for all sufficiently large $n$), then $g_1$ is also multipliable.", {f₁ g₁ : ℕ → α} (hf : Multipliable f₁) (hfg : f₁ =ᶠ g₁) : Multipliable g₁,generalization,Removed typeclass [atTop]
FractionalIdeal.dual_le_dual,Mathlib.RingTheory.DedekindDomain.Different, (hI : I ≠ 0) (hJ : J ≠ 0) : dual A K I ≤ dual A K J ↔ J ≤ I,"Let $A$ be a Dedekind domain with field of fractions $K$, and let $L$ be a finite separable extension of $K$ with integral closure $B$ of $A$ in $L$. For any nonzero fractional ideals $I$ and $J$ of $L$, the dual fractional ideal $I^\vee$ is contained in the dual fractional ideal $J^\vee$ if and only if $J$ is contained in $I$. 

In other words, the following equivalence holds:
$$ I^\vee \subseteq J^\vee \iff J \subseteq I $$
where $I^\vee$ denotes the dual fractional ideal with respect to the trace form $\text{Tr}_{L/K}$.", (hI : I ≠ 0) (hJ : J ≠ 0) : ¬(dual A K I ≤ dual A K J ↔ J ≤ I),negation,Negated conclusion with ¬
FractionalIdeal.dual_le_dual,Mathlib.RingTheory.DedekindDomain.Different, (hI : I ≠ 0) (hJ : J ≠ 0) : dual A K I ≤ dual A K J ↔ J ≤ I,"Let $A$ be a Dedekind domain with field of fractions $K$, and let $L$ be a finite separable extension of $K$ with integral closure $B$ of $A$ in $L$. For any nonzero fractional ideals $I$ and $J$ of $L$, the dual fractional ideal $I^\vee$ is contained in the dual fractional ideal $J^\vee$ if and only if $J$ is contained in $I$. 

In other words, the following equivalence holds:
$$ I^\vee \subseteq J^\vee \iff J \subseteq I $$
where $I^\vee$ denotes the dual fractional ideal with respect to the trace form $\text{Tr}_{L/K}$.", (hJ : J ≠ 0) : dual A K I ≤ dual A K J ↔ J ≤ I,generalization,Removed hypothesis (hI : I ≠ 0)
antivaryOn_iff_forall_smul_nonpos,Mathlib.Algebra.Order.Monovary," : AntivaryOn f g s ↔ ∀ ⦃i⦄, i ∈ s → ∀ ⦃j⦄, j ∈ s → (f j - f i) • (g j - g i) ≤ 0","Two functions $f$ and $g$ are *antivarying* on a set $s$ if and only if for all $i, j \in s$, the scalar product $(f(j) - f(i)) \cdot (g(j) - g(i))$ is nonpositive. That is,
$$
\text{AntivaryOn}(f, g, s) \leftrightarrow \forall i, j \in s,\ (f(j) - f(i)) \cdot (g(j) - g(i)) \leq 0.
$$"," : ¬(AntivaryOn f g s ↔ ∀ ⦃i⦄, i ∈ s → ∀ ⦃j⦄, j ∈ s → (f j - f i) • (g j - g i) ≤ 0)",negation,Negated conclusion with ¬
antivaryOn_iff_forall_smul_nonpos,Mathlib.Algebra.Order.Monovary," : AntivaryOn f g s ↔ ∀ ⦃i⦄, i ∈ s → ∀ ⦃j⦄, j ∈ s → (f j - f i) • (g j - g i) ≤ 0","Two functions $f$ and $g$ are *antivarying* on a set $s$ if and only if for all $i, j \in s$, the scalar product $(f(j) - f(i)) \cdot (g(j) - g(i))$ is nonpositive. That is,
$$
\text{AntivaryOn}(f, g, s) \leftrightarrow \forall i, j \in s,\ (f(j) - f(i)) \cdot (g(j) - g(i)) \leq 0.
$$"," : ¬(∀ ⦃j⦄, j ∈ s → (f j - f i) • (g j - g i) ≤ 0) → ¬(AntivaryOn f g s ↔ ∀ ⦃i⦄, i ∈ s)",contrapositive,Contrapositive: ¬Q → ¬P
Set.ncard_le_one_of_subsingleton,Mathlib.Data.Set.Card, [Subsingleton α] (s : Set α) : s.ncard ≤ 1,"For any set $s$ in a subsingleton type $\alpha$, the natural cardinality of $s$ is at most one, i.e., $\mathrm{ncard}(s) \leq 1$.", [Subsingleton α] (s : Set α) : ¬(s.ncard ≤ 1),negation,Negated conclusion with ¬
Set.ncard_le_one_of_subsingleton,Mathlib.Data.Set.Card, [Subsingleton α] (s : Set α) : s.ncard ≤ 1,"For any set $s$ in a subsingleton type $\alpha$, the natural cardinality of $s$ is at most one, i.e., $\mathrm{ncard}(s) \leq 1$.", (s : Set α) : s.ncard ≤ 1,generalization,Removed typeclass [Subsingleton α]
Set.ncard_le_one_of_subsingleton,Mathlib.Data.Set.Card, [Subsingleton α] (s : Set α) : s.ncard ≤ 1,"For any set $s$ in a subsingleton type $\alpha$, the natural cardinality of $s$ is at most one, i.e., $\mathrm{ncard}(s) \leq 1$.", [Subsingleton α] (s : Set α) : s.ncard ≤ 0,bound_perturbation,Bound perturbation: ≤ n → ≤ n-1
